Numéro séquentiel,Nature des dommages,Type d'usager,Type de véhicule,Marque,Modèle,Cylindré,Année de fabrication
4211,Graves,Cycliste,Véhicule léger non précisé,,,,
3877,Graves,Cycliste,Véhicule léger non précisé,,,,
2896,Graves,Cycliste,Automobile,FORD,FIEST,001607,2014
1086,Graves,Cycliste,Véhicule léger non précisé,,,,
919,Graves,Cycliste,Véhicule léger non précisé,,,,
1522,Graves,Cycliste,Automobile,CHEVR,AVEO,001607,2005
631,Graves,Cycliste,Véhicule léger non précisé,,,,
23,Graves,Cycliste,Camionnette,RAM,1500,005707,2015
1087,Graves,Cycliste,Automobile,TOYOT,MATRI,001804,2012
2105,Graves,Cycliste,Automobile,MAZDA,PROTE,001591,2000
303,Graves,Cycliste,VUS,NISSA,X-TRA,002509,2006
1727,Graves,Cycliste,Fourgonnette,DODGE,CARAV,003296,2003
3625,Graves,Cycliste,Automobile,TOYOT,CAMRY,003509,2007
94,Graves,Cycliste,VUS,BUICK,RENDE,003395,2004
4047,Graves,Cycliste,Camion,,,,
491,Graves,Cycliste,Automobile,NISSA,VERSA,001804,2012
1093,Graves,Cycliste,Fourgonnette,TOYOT,SIENN,003296,2005
3280,Graves,Cycliste,Automobile,TOYOT,COROL,001787,2003
957,Graves,Cycliste,Automobile,NISSA,SENTR,001804,2016
565,Graves,Cycliste,Automobile,BMW,335XI,003001,2009
67,Graves,Cycliste,VUS,TOYOT,VENZA,002689,2010
1659,Graves,Cycliste,Automobile,HONDA,ACCOR,002394,2014
4093,Graves,Cycliste,Motocyclette,,,,
634,Graves,Cycliste,Automobile,HYUND,ELANT,001984,2017
2707,Graves,Cycliste,Automobile,HONDA,ACCO,002394,2015
1932,Graves,Cycliste,Camionnette,MAZDA,B2300,002296,2003
3208,Graves,Cycliste,VUS,HYUND,SANTA,002001,2013
3144,Graves,Cycliste,Automobile,TOYOT,CAMRY,002361,2003
3228,Graves,Cycliste,Automobile,TOYOT,COROL,001787,2004
3666,Graves,Cycliste,Camionnette,FORD,PICKU,004608,2000
1094,Graves,Cycliste,Automobile,KIA,RIO,001607,2007
3333,Graves,Cycliste,Camionnette,FORD,F250,006002,2004
3626,Graves,Cycliste,Fourgonnette,CHRYS,PTCRU,002427,2005
3451,Graves,Cycliste,Camionnette,FORD,RNG,002296,2011
1095,Graves,Cycliste,Véhicule léger non précisé,,,,
758,Graves,Cycliste,VUS,SUBAR,FORES,002460,2017
1229,Graves,Cycliste,Automobile,ACURA,ILX,002361,2017
2915,Graves,Cycliste,Véhicule léger non précisé,,,,
3145,Graves,Cycliste,Fourgonnette,DODGE,CARAV,003608,2014
3767,Graves,Cycliste,VUS,GMC,TERRA,003001,2012
1933,Graves,Cycliste,Autres,,,,
2916,Graves,Cycliste,Automobile,TOYOT,MATRI,001804,2014
2219,Graves,Cycliste,Automobile,VOLVO,S40,002443,2010
635,Graves,Cycliste,VUS,JEEP,PATRI,002394,2011
4308,Graves,Cycliste,Véhicule léger non précisé,,,,
567,Graves,Cycliste,Automobile,HYUND,ACCEN,001607,2014
1828,Graves,Cycliste,Automobile,MAZDA,3,002296,2005
1764,Graves,Cycliste,Automobile,HYUND,ACCEN,001607,2014
4049,Graves,Cycliste,Véhicule léger non précisé,,,,
1097,Graves,Cycliste,Automobile,PONTI,G5,002197,2007
3548,Graves,Cycliste,VUS,FORD,EXPED,005395,2008
493,Graves,Cycliste,Véhicule léger non précisé,,,,
2662,Graves,Cycliste,Camionnette,FORD,F150,004608,2005
4127,Graves,Cycliste,Fourgonnette,DODGE,CARAV,003772,2005
3879,Graves,Cycliste,Camion,PETER,CON,008281,2002
1526,Graves,Cycliste,Automobile,TOYOT,YARIS,001492,2017
2920,Graves,Cycliste,Véhicule léger non précisé,,,,
2112,Graves,Cycliste,Véhicule léger non précisé,,,,
2524,Graves,Cycliste,VUS,SATUR,VUE,003608,2008
2525,Graves,Cycliste,Camionnette,RAM,1500,003001,2015
4128,Graves,Cycliste,Automobile,FORD,MUSTA,004608,2010
4253,Graves,Cycliste,Camionnette,FORD,F150,003509,2013
2923,Graves,Cycliste,Automobile,TOYOT,COROL,001804,2009
4309,Graves,Cycliste,Camionnette,DODGE,RAM,005707,2011
1731,Graves,Cycliste,Automobile,TOYOT,COROL,001787,2000
496,Graves,Cycliste,Automobile,HONDA,CIVIC,001804,2006
2113,Graves,Cycliste,Camion,FREIG,CON,014021,2006
1098,Graves,Cycliste,Automobile,HONDA,ACCOR,002394,2004
1099,Graves,Cycliste,Autobus,NOVAB,ARTIC,008855,2009
1099,Graves,Cycliste,Fourgonnette,FORD,TRANS,002001,2012
1733,Graves,Cycliste,Fourgonnette,DODGE,CARAV,003296,2000
4265,Graves,Cycliste,Véhicule léger non précisé,,,,
497,Graves,Cycliste,Automobile,TOYOT,COROL,001804,2016
1663,Graves,Cycliste,Autres,,,,
705,Graves,Cycliste,Automobile,BMW,320,001984,2016
2677,Graves,Cycliste,Fourgonnette,TOYOT,SIENN,003509,2011
921,Graves,Cycliste,Automobile,HYUND,ACCEN,001607,2013
2383,Graves,Cycliste,Camionnette,GMC,SIE,004297,2015
1777,Graves,Cycliste,Autres,,,,
2114,Graves,Cycliste,Automobile,CHEVR,AVEO,001607,2009
1431,Graves,Cycliste,Automobile,HONDA,CIVIC,001492,2017
3474,Graves,Cycliste,Automobile,JAGUA,XJS,003985,1992
995,Graves,Cycliste,VUS,HONDA,PILOT,003493,2006
2926,Graves,Cycliste,VUS,MERCE,ML,003001,2014
3147,Graves,Cycliste,Automobile,FORD,FUSIO,002001,2017
2927,Graves,Cycliste,Camion,,,,
822,Graves,Cycliste,Véhicule léger non précisé,,,,
259,Graves,Cycliste,Véhicule léger non précisé,,,,
637,Graves,Cycliste,Automobile,MERCE,C230,001771,2005
3770,Graves,Cycliste,Automobile,TOYOT,MATRI,001787,2006
638,Graves,Cycliste,Motocyclette,,,,
1831,Graves,Cycliste,Automobile,TOYOT,MATRI,001804,2012
1936,Graves,Cycliste,Automobile,CHEVR,SPARK,001394,2017
3293,Graves,Cycliste,Camion,MACK,700,011938,2001
764,Graves,Cycliste,VUS,MAZDA,CX-5,002493,2017
4073,Graves,Cycliste,Véhicule-outil,NEWHO,BOOME,000000,2009
4073,Graves,Cycliste,Automobile,TOYOT,COROL,001804,2010
2929,Graves,Cycliste,Véhicule léger non précisé,,,,
2307,Graves,Cycliste,Autres,,,,
3249,Graves,Cycliste,Automobile,PONTI,VIBE,001804,2010
499,Graves,Cycliste,VUS,ACURA,RDX,003509,2013
3748,Graves,Cycliste,Camion,INTER,40S,007642,2003
3334,Graves,Cycliste,Automobile,TOYOT,YARIS,001492,2009
2248,Graves,Cycliste,Automobile,TOYOT,COROL,002361,2010
765,Graves,Cycliste,Camion,FORD,F450,006396,2009
3534,Graves,Cycliste,Automobile,TOYOT,CAMRY,002493,2012
3751,Graves,Cycliste,Camionnette,CHEVR,SILVE,006002,2012
2126,Graves,Cycliste,Véhicule léger non précisé,,,,
706,Graves,Cycliste,Véhicule léger non précisé,,,,
2678,Graves,Cycliste,VUS,MAZDA,CX-7,002296,2011
2528,Graves,Cycliste,Véhicule léger non précisé,,,,
1446,Graves,Cycliste,Automobile,TOYOT,YARIS,001492,2016
1541,Graves,Cycliste,Automobile,CHEVR,CRUZE,001394,2014
3881,Graves,Cycliste,VUS,MERCE,GLK35,003493,2011
2496,Graves,Cycliste,Automobile,ACURA,TSX,002394,2008
572,Graves,Cycliste,Automobile,MAZDA,3,002001,2005
1542,Graves,Cycliste,Automobile,NISSA,SENTR,002001,2001
3753,Graves,Cycliste,Automobile,FORD,FOCUS,002001,2007
305,Graves,Cycliste,Automobile,MINI,COOPE,001607,2008
3957,Graves,Cycliste,Camionnette,CHEVR,COLOR,003706,2007
1297,Graves,Cycliste,Camion,FORD,F250,006707,2017
1739,Graves,Cycliste,Automobile,SUBAR,LEGAC,002460,2013
3661,Graves,Cycliste,Automobile,SUBAR,IMPRE,002460,2010
4,Graves,Cycliste,VUS,HONDA,ELEME,002394,2005
677,Graves,Cycliste,Automobile,MITSU,LANCE,002001,2011
2128,Graves,Cycliste,Automobile,CHEVR,MALIB,002394,2011
872,Graves,Cycliste,Automobile,SUZUK,SX4,002001,2008
1664,Graves,Cycliste,Automobile,NISSA,SENTR,002001,2011
2679,Graves,Cycliste,Automobile,NISSA,VERSA,001804,2008
2640,Graves,Cycliste,Véhicule léger non précisé,,,,
2640,Graves,Cycliste,VUS,HYUND,SANTA,003477,2010
3882,Graves,Cycliste,Automobile,HONDA,CIVIC,001804,2015
1298,Graves,Cycliste,VUS,TOYOT,RAV4,003509,2010
2310,Graves,Cycliste,Automobile,HONDA,CIVIC,001804,2009
1544,Graves,Cycliste,Camion,CHEVR,GM4,006510,1994
3282,Graves,Cycliste,Motocyclette,HARLE,FLHX,001690,2012
1299,Graves,Cycliste,Véhicule léger non précisé,,,,
3616,Graves,Cycliste,Camionnette,GMC,SIE,005330,2003
4170,Graves,Cycliste,Automobile,SUZUK,SX4,002001,2007
4286,Graves,Cycliste,Automobile,TOYOT,COROL,001804,2008
2962,Graves,Cycliste,Autres,,,,
2529,Graves,Cycliste,Camionnette,CHEVR,SILVE,005297,2012
825,Graves,Cycliste,Véhicule léger non précisé,,,,
1239,Graves,Cycliste,Camionnette,FORD,F150,003509,2016
1741,Graves,Cycliste,Camionnette,GMC,SIE,004297,2015
2530,Graves,Cycliste,Camionnette,CADIL,SRX,003001,2010
2251,Graves,Cycliste,Automobile,NISSA,VERSA,001607,2014
3771,Graves,Cycliste,Véhicule léger non précisé,,,,
2449,Graves,Cycliste,VUS,NISSA,MURAN,003509,2016
1387,Graves,Cycliste,Automobile,TOYOT,ECHO,001492,2000
2131,Graves,Cycliste,Automobile,TOYOT,CAMRY,002394,2008
642,Graves,Cycliste,Véhicule léger non précisé,,,,
2966,Graves,Cycliste,VUS,TOYOT,RAV4,002509,2016
1665,Graves,Cycliste,Camion,FREIG,M2,009003,2018
99,Graves,Cycliste,Automobile,NISSA,VERSA,001804,2012
2221,Graves,Cycliste,Camionnette,FORD,F150,005002,2016
1546,Graves,Cycliste,Automobile,HYUND,ELANT,001804,2013
501,Graves,Cycliste,Automobile,NISSA,SENTR,001771,2005
1171,Graves,Cycliste,Automobile,HYUND,GENES,001984,2010
1875,Graves,Cycliste,VUS,KIA,SOREN,003296,2018
576,Graves,Cycliste,Automobile,VOLKS,JETTA,001394,2016
3772,Graves,Cycliste,Véhicule léger non précisé,,,,
2358,Graves,Cycliste,Automobile,DODGE,CHARG,003509,2007
998,Graves,Cycliste,Véhicule léger non précisé,,,,
1743,Graves,Cycliste,Véhicule léger non précisé,,,,
1112,Graves,Cycliste,Automobile,TOYOT,COROL,001804,2011
1838,Graves,Cycliste,Automobile,VOLVO,V70,002443,2002
1955,Graves,Cycliste,Automobile,CHEVR,IMPAL,003509,2007
2972,Graves,Cycliste,Automobile,MAZDA,3,002001,2008
3433,Graves,Cycliste,Fourgonnette,FORD,WINDS,003805,2002
1555,Graves,Cycliste,Automobile,HONDA,ACCO,003509,2008
2984,Graves,Cycliste,Automobile,TOYOT,CAMRY,002493,2012
3590,Graves,Cycliste,Motocyclette,,,,
876,Graves,Cycliste,Automobile,CHEVR,OPTRA,002001,2007
583,Graves,Cycliste,Automobile,TESLA,3,000000,2019
1877,Graves,Cycliste,VUS,JEEP,WRANG,003608,2016
3452,Graves,Cycliste,Camionnette,CHEVR,SILVE,004800,2005
1671,Graves,Cycliste,Automobile,SUZUK,SX4,002001,2011
1118,Graves,Cycliste,Camion,FREIG,FM2,006691,2012
2145,Graves,Cycliste,Automobile,TOYOT,MATRI,001787,2007
2461,Graves,Cycliste,Automobile,HONDA,CIVIC,001804,2006
2461,Graves,Cycliste,VUS,JEEP,WRANG,003608,2016
3662,Graves,Cycliste,Autobus scolaire,BLUEB,SCHOO,006691,2009
3189,Graves,Cycliste,Automobile,NISSA,VERSA,001607,2014
3189,Graves,Cycliste,Automobile,HYUND,ACCEN,001607,2004
776,Graves,Cycliste,Fourgonnette,TOYOT,SIENN,003296,2006
2991,Graves,Cycliste,VUS,VOLVO,XC90,002001,2016
2685,Graves,Cycliste,Automobile,MAZDA,3,002001,2010
3755,Graves,Cycliste,Véhicule léger non précisé,,,,
1839,Graves,Cycliste,Automobile,HONDA,CIVIC,002001,2008
2146,Graves,Cycliste,Camion,ISUZU,NPR,006002,2015
2147,Graves,Cycliste,Automobile,TOYOT,COROL,001804,2010
2996,Graves,Cycliste,VUS,NISSA,PATHF,004001,2008
2644,Graves,Cycliste,Automobile,VOLKS,GOLF,001984,2017
3883,Graves,Cycliste,Camionnette,CHEVR,SILVE,006002,2006
2314,Graves,Cycliste,VUS,HONDA,PILOT,003477,2005
4103,Graves,Cycliste,VUS,ACURA,RDX,002296,2007
1746,Graves,Cycliste,Véhicule léger non précisé,,,,
511,Graves,Cycliste,VUS,MERCE,GLA25,002001,2015
447,Graves,Cycliste,VUS,VOLKS,TIGUA,001984,2016
1120,Graves,Cycliste,Automobile,INFIN,EX37,003706,2013
4013,Graves,Cycliste,Camion,INTER,9900,015005,2002
36,Graves,Cycliste,VUS,MITSU,OUTLA,002394,2008
2664,Graves,Cycliste,Camionnette,FORD,F150,003509,2018
2153,Graves,Cycliste,Automobile,MERCE,CLK35,003493,2009
2997,Graves,Cycliste,VUS,NISSA,ROGUE,002509,2011
3343,Graves,Cycliste,Automobile,CHEVR,VOLT,001509,2016
3551,Graves,Cycliste,Camionnette,GMC,SIE,006199,2015
3436,Graves,Cycliste,Véhicule léger non précisé,,,,
1566,Graves,Cycliste,Automobile,VOLKS,JETTA,001902,2004
3253,Graves,Cycliste,Camionnette,GMC,SIERR,006199,2017
512,Graves,Cycliste,VUS,LANDR,RANGE,004952,2018
2154,Graves,Cycliste,Automobile,INFIN,G37,003706,2012
2738,Graves,Cycliste,Véhicule léger non précisé,,,,
2315,Graves,Cycliste,Automobile,TOYOT,COROL,001804,2019
2013,Graves,Cycliste,Camionnette,FORD,F150,005002,2012
219,Graves,Cycliste,VUS,AUDI,Q3,001984,2017
3001,Graves,Cycliste,Camionnette,HONDA,RIDGE,003493,2017
1964,Graves,Cycliste,Véhicule léger non précisé,,,,
932,Graves,Cycliste,Automobile,HYUND,ELANT,001804,2013
3005,Graves,Cycliste,Automobile,TOYOT,COROL,001804,2018
3607,Graves,Cycliste,Véhicule léger non précisé,,,,
2711,Graves,Cycliste,Camion,CHEVR,SILVE,006002,2017
1567,Graves,Cycliste,Automobile,HONDA,CIVIC,002001,2019
2257,Graves,Cycliste,Automobile,VOLKS,PASSA,001984,2012
1568,Graves,Cycliste,Véhicule léger non précisé,,,,
3254,Graves,Cycliste,Véhicule léger non précisé,,,,
2572,Graves,Cycliste,VUS,DODGE,DURAN,005707,2019
2223,Graves,Cycliste,Véhicule léger non précisé,,,,
2693,Graves,Cycliste,Camionnette,GMC,SIERR,005297,2017
2161,Graves,Cycliste,VUS,HYUND,SANTA,003296,2018
2323,Graves,Cycliste,Véhicule léger non précisé,,,,
166,Graves,Cycliste,Véhicule léger non précisé,,,,
935,Graves,Cycliste,Fourgonnette,MERCE,SPRIN,002148,2014
196,Graves,Cycliste,Automobile,MAZDA,3,002001,2008
1575,Graves,Cycliste,Véhicule léger non précisé,,,,
3021,Graves,Cycliste,Automobile,NISSA,VERSA,001804,2008
1003,Graves,Cycliste,Véhicule léger non précisé,,,,
3234,Graves,Cycliste,Automobile,TOYOT,YARIS,001492,2010
2167,Graves,Cycliste,Automobile,HONDA,CIVIC,001804,2013
3025,Graves,Cycliste,Automobile,TOYOT,PRIUS,001492,2014
3026,Graves,Cycliste,Automobile,SUBAR,IMPRE,002001,2015
3485,Graves,Cycliste,Fourgonnette,DODGE,CARAV,003296,2010
424,Graves,Cycliste,Camion,FORD,CSC,005412,2006
1694,Graves,Cycliste,Camionnette,FORD,PICKU,005412,2004
2370,Graves,Cycliste,Automobile,HONDA,CIVIC,002001,2019
689,Graves,Cycliste,Automobile,CADIL,CTS,003001,2011
4270,Graves,Cycliste,Automobile,HYUND,ELANT,001804,2016
649,Graves,Cycliste,Véhicule léger non précisé,,,,
1183,Graves,Cycliste,Automobile,CHEVR,CRUZE,001394,2012
1396,Graves,Cycliste,VUS,MAZDA,CX-5,002493,2015
1752,Graves,Cycliste,Automobile,NISSA,VERSA,001804,2009
1125,Graves,Cycliste,Véhicule léger non précisé,,,,
2259,Graves,Cycliste,Automobile,SATUR,ASTRA,001804,2008
690,Graves,Cycliste,Automobile,HYUND,ACCEN,001591,2019
1578,Graves,Cycliste,Fourgonnette,HONDA,ODYSS,003509,2012
1126,Graves,Cycliste,Camion,,,,
4271,Graves,Cycliste,Automobile,HONDA,CIVIC,001804,2006
3111,Graves,Cycliste,Camionnette,FORD,F150,004608,2009
838,Graves,Cycliste,Camion,WESTE,CNV,000000,2016
2724,Graves,Cycliste,VUS,KIA,SOUL,002001,2017
2573,Graves,Cycliste,Véhicule léger non précisé,,,,
2169,Graves,Cycliste,Autobus,NOVA,HEV,000000,2018
1447,Graves,Cycliste,Véhicule léger non précisé,,,,
788,Graves,Cycliste,Motocyclette,,,,
3239,Graves,Cycliste,Automobile,HONDA,FIT,001492,2015
168,Graves,Cycliste,Automobile,MAZDA,C-X3,002001,2016
1579,Graves,Cycliste,Automobile,TOYOT,COROL,001804,2010
2170,Graves,Cycliste,Autobus,NOVAB,NOVAB,008855,2008
4322,Graves,Cycliste,Automobile,TOYOT,YARIS,001492,2008
3030,Graves,Cycliste,Camionnette,CHEVR,SILVE,006002,2010
2725,Graves,Cycliste,Véhicule léger non précisé,,,,
2725,Graves,Cycliste,Fourgonnette,TOYOT,SIENN,003509,2011
4344,Graves,Cycliste,Automobile,HYUND,ACCEN,001607,2005
1675,Graves,Cycliste,Automobile,TOYOT,COROL,001804,2017
2543,Graves,Cycliste,Camion,MACK,MRU61,010807,2015
3032,Graves,Cycliste,Véhicule léger non précisé,,,,
348,Graves,Cycliste,Automobile,VOLKS,GOLF,001787,2015
1343,Graves,Cycliste,Camion,VOLVO,VNR,012791,2020
1676,Graves,Cycliste,Tracteur routier,VOLVO,VN,012791,2016
4173,Graves,Cycliste,VUS,SUBAR,XVCRO,002001,2013
2619,Graves,Cycliste,VUS,HONDA,CR-V,002394,2014
4190,Graves,Cycliste,Camionnette,CHEVR,SILVE,005297,2016
2173,Graves,Cycliste,Automobile,TOYOT,YARIS,001492,2012
2545,Graves,Cycliste,VUS,AUDI,Q5,003198,2010
1848,Graves,Cycliste,Automobile,LINCO,MKZ,003509,2010
3298,Graves,Cycliste,Automobile,FORD,MUSTA,004952,1995
1580,Graves,Cycliste,Automobile,NISSA,LEAF,000000,2015
3210,Graves,Cycliste,VUS,CHRYS,PACIF,003509,2006
3210,Graves,Cycliste,VUS,CHRYS,PACIF,003509,2006
316,Graves,Cycliste,VUS,FORD,EDGE,003509,2011
3176,Graves,Cycliste,Fourgonnette,NISSA,NV200,002001,2020
840,Graves,Cycliste,Fourgonnette,TOYOT,SIENN,003296,2005
4378,Graves,Cycliste,Véhicule léger non précisé,,,,
2260,Graves,Cycliste,Automobile,FORD,FUSIO,002001,2013
2327,Graves,Cycliste,Camionnette,RAM,1500,005707,2014
1973,Graves,Cycliste,Camionnette,RAM,1500,005707,2015
3036,Graves,Cycliste,VUS,JEEP,CHK,003198,2014
1402,Graves,Cycliste,Véhicule léger non précisé,,,,
3041,Graves,Cycliste,Véhicule léger non précisé,,,,
3042,Graves,Cycliste,Camionnette,DODGE,DAK,003690,2011
281,Graves,Cycliste,Véhicule-outil,,,,
1403,Graves,Cycliste,Véhicule léger non précisé,,,,
4456,Graves,Cycliste,VUS,TOYOT,RAV4,002509,2016
197,Graves,Cycliste,Véhicule léger non précisé,,,,
197,Graves,Cycliste,Automobile,FORD,FIEST,001607,2014
2665,Graves,Cycliste,Automobile,KIA,FORTE,002001,2014
1677,Graves,Cycliste,Automobile,HYUND,ELANT,001984,2020
2179,Graves,Cycliste,Automobile,HONDA,CIVIC,001804,2012
112,Graves,Cycliste,Automobile,FORD,C-MAX,002001,2016
112,Graves,Cycliste,Fourgonnette,DODGE,CARAV,003608,2012
2262,Graves,Cycliste,VUS,KIA,SOUL,002001,2020
1588,Graves,Cycliste,VUS,AUDI,Q3,001984,2021
653,Graves,Cycliste,Automobile,MITSU,ECLIP,003805,2011
1755,Graves,Cycliste,Motocyclette,,,,
2548,Graves,Cycliste,Camion,,,,
3112,Graves,Cycliste,Camionnette,CHEVR,COLOR,003608,2021
3943,Graves,Cycliste,Camionnette,RAM,1500,003001,2016
590,Graves,Cycliste,Autres,,,,
590,Graves,Cycliste,VUS,HYUND,SANTA,002657,2009
590,Graves,Cycliste,VUS,KIA,SPORT,002361,2018
2263,Graves,Cycliste,VUS,HYUND,KONA,000000,2019
4003,Graves,Cycliste,Automobile,CHEVR,CRUZE,001804,2012
114,Graves,Cycliste,VUS,DODGE,JOURN,003608,2012
349,Graves,Cycliste,VUS,HYUND,TUCSO,001984,2021
1305,Graves,Cycliste,VUS,DODGE,JOURN,002394,2015
2623,Graves,Cycliste,Automobile,NISSA,VERSA,001804,2009
3045,Graves,Cycliste,Automobile,TOYOT,MATRI,001787,2006
448,Graves,Cycliste,Autres,,,,
2666,Graves,Cycliste,Automobile,FORD,FOCUS,002001,2018
2367,Graves,Cycliste,Camionnette,CHEVR,S10,004297,2003
3046,Graves,Cycliste,Camionnette,DODGE,RAM,006707,2008
1438,Graves,Cycliste,Automobile,HONDA,CIVIC,001804,2012
3047,Graves,Cycliste,Automobile,HYUND,ACCEN,001607,2008
43,Graves,Cycliste,Automobile,HONDA,CIVIC,001804,2011
2330,Graves,Cycliste,Camionnette,CHEVR,SILVE,004297,2015
3049,Graves,Cycliste,Fourgonnette,TOYOT,SIENN,003509,2016
593,Graves,Cycliste,Cyclomoteur,VESPA,LX50,000049,2007
376,Graves,Cycliste,Automobile,CHRYS,200,002394,2014
2228,Graves,Cycliste,Véhicule léger non précisé,,,,
3052,Graves,Cycliste,Motocyclette,,,,
2183,Graves,Cycliste,Automobile,MERCE,S,004264,2004
3053,Graves,Cycliste,Fourgonnette,DODGE,CARAV,003608,2011
793,Graves,Cycliste,VUS,NISSA,ROGUE,002509,2021
4406,Graves,Cycliste,Véhicule léger non précisé,,,,
1792,Graves,Cycliste,Camion,RAM,5500,006707,2017
3055,Graves,Cycliste,Automobile,HONDA,FIT,001492,2015
2696,Graves,Cycliste,VUS,HYUND,KONA,000000,2020
1134,Graves,Cycliste,VUS,CHEVR,TRAX,001394,2019
2730,Graves,Cycliste,Automobile,VOLKS,JETTA,001984,2012
795,Graves,Cycliste,Véhicule léger non précisé,,,,
936,Graves,Cycliste,VUS,HYUND,TUCSO,002361,2012
4430,Graves,Cycliste,VUS,BUICK,ENCLA,003608,2019
1853,Graves,Cycliste,Automobile,NISSA,VERSA,001804,2011
3056,Graves,Cycliste,Automobile,FORD,FOCUS,002001,2006
3057,Graves,Cycliste,Automobile,HYUND,ACCEN,001607,2013
2331,Graves,Cycliste,Automobile,RENAU,4,000000,1967
2185,Graves,Cycliste,VUS,HONDA,CR-V,002394,2010
1793,Graves,Cycliste,VUS,HONDA,CR-V,002394,2016
937,Graves,Cycliste,Fourgonnette,GMC,SAVAN,004805,2015
1007,Graves,Cycliste,Véhicule léger non précisé,,,,
1008,Graves,Cycliste,Automobile,AUDI,A3,001984,2019
377,Graves,Cycliste,Automobile,HONDA,ACCO,002394,2013
1757,Graves,Cycliste,Automobile,VOLVO,S60,002525,2006
429,Graves,Cycliste,Automobile,CHEVR,SONIC,001394,2017
1988,Graves,Cycliste,Automobile,SUBAR,IMPRE,002460,2009
4117,Graves,Cycliste,Véhicule léger non précisé,,,,
2019,Graves,Cycliste,VUS,MAZDA,CX-5,002493,2021
693,Graves,Cycliste,Autres,,,,
2195,Graves,Cycliste,Véhicule léger non précisé,,,,
1758,Graves,Cycliste,Automobile,VOLKS,GOLF,001394,2021
221,Graves,Cycliste,Automobile,NISSA,VERSA,001804,2008
3665,Graves,Cycliste,Camionnette,GMC,SIERR,005297,2021
2501,Graves,Cycliste,Camionnette,FORD,F250,006199,2011
1880,Graves,Cycliste,Automobile,VOLKS,JETTA,001984,2014
2334,Graves,Cycliste,Véhicule léger non précisé,,,,
3888,Graves,Cycliste,VUS,JEEP,CHERO,003198,2014
1759,Graves,Cycliste,VUS,KIA,SOREN,002493,2021
380,Graves,Cycliste,Automobile,HONDA,CIVIC,001804,2008
4400,Graves,Cycliste,Véhicule léger non précisé,,,,
3067,Graves,Cycliste,Autres,,,,
3116,Graves,Cycliste,Camionnette,RAM,1500,005707,2016
4109,Graves,Cycliste,Camion,FORD,DRW,007281,1999
1859,Graves,Cycliste,Camionnette,RAM,1500,005707,2016
3069,Graves,Cycliste,Autres,,,,
1410,Graves,Cycliste,VUS,LANDR,DISCO,002001,2018
4110,Graves,Cycliste,Motocyclette,KAWAS,ZG140,001352,2010
177,Graves,Cycliste,Automobile,HONDA,CIVIC,002001,2016
1611,Graves,Cycliste,Camion,FREIG,108SD,008855,2016
4297,Graves,Cycliste,Automobile,HONDA,CIVIC,001804,2010
2196,Graves,Cycliste,Véhicule léger non précisé,,,,
2229,Graves,Cycliste,Autres,,,,
4381,Graves,Cycliste,Véhicule léger non précisé,,,,
2197,Graves,Cycliste,VUS,INFIN,QX60,003493,2017
3910,Graves,Cycliste,Automobile,TOYOT,COROL,001804,2011
1992,Graves,Cycliste,Automobile,HYUND,VELOS,001607,2016
1682,Graves,Cycliste,Automobile,CHEVR,IMPAL,003509,2008
599,Graves,Cycliste,Autres,,,,
598,Graves,Cycliste,VUS,SUBAR,FORES,002493,2006
179,Graves,Cycliste,Autres,,,,
2198,Graves,Cycliste,Automobile,FORD,FOCUS,002001,2009
4273,Graves,Cycliste,Fourgonnette,MERCE,SPRIN,002968,2019
601,Graves,Cycliste,Autobus,FORD,ECONO,006806,2018
222,Graves,Cycliste,Automobile,TOYOT,YARIS,001509,2007
3073,Graves,Cycliste,VUS,LEXUS,RX,003509,2017
4005,Graves,Cycliste,Motocyclette,,,,
2390,Graves,Cycliste,Camionnette,FORD,F150,003509,2020
4240,Graves,Cycliste,Automobile,CHEVR,MALIB,002509,2016
888,Graves,Cycliste,Autres,,,,
2335,Graves,Cycliste,Fourgonnette,DODGE,GRAND,003608,2015
800,Graves,Cycliste,Automobile,HYUND,SONAT,002361,2015
1761,Graves,Cycliste,Autres,,,,
4057,Graves,Cycliste,Camionnette,RAM,1500,005707,2016
3074,Graves,Cycliste,Automobile,HONDA,CIVIC,001804,2006
1448,Graves,Cycliste,Automobile,HONDA,CIVIC,002001,2016
3075,Graves,Cycliste,VUS,FORD,ESCAP,001509,2021
79,Graves,Cycliste,VUS,TESLA,MODEL,000000,2022
1995,Graves,Cycliste,Autres,,,,
3077,Graves,Cycliste,Camionnette,FORD,F150,002706,2022
2485,Graves,Cycliste,Camionnette,FORD,F150,005412,2005
3192,Graves,Cycliste,Camion,GMC,SIE,006609,2013
1619,Graves,Cycliste,VUS,NISSA,ROGUE,001492,2022
4326,Graves,Cycliste,VUS,JEEP,WRANG,003608,2020
2203,Graves,Cycliste,Automobile,NISSA,370Z,003706,2017
2269,Graves,Cycliste,Automobile,NISSA,VERSA,001804,2009
