,D0,,,0,,,454,,1278,,1531,976,,428,,,92,,,23,,,4,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,4786,,,52,,,97.51,,,33.00,
,D1,,,0,,,584,,1587,,1937,1414,,597,,,163,,,18,,,7,,,2,,,0,,,0,,,0,,,0,,,0,,,0,,,6309,,,59,,,96.99,,,34.00,
,D2,,,0,,,633,,1685,,2053,1514,,569,,,153,,,24,,,4,,,4,,,0,,,0,,,0,,,0,,,0,,,0,,,6639,,,57,,,97.21,,,34.00,
,D3,,,0,,,626,,1760,,2052,1462,,598,,,173,,,22,,,4,,,1,,,2,,,1,,,0,,,0,,,0,,,0,,,6701,,,66,,,96.97,,,34.00,
,D4,,,0,,,535,,1335,,1527,1001,,461,,,122,,,20,,,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,5004,,,52,,,97.10,,,34.00,
,D5,,,0,,,314,,856,,1063,823,,383,,,98,,,23,,,6,,,0,,,2,,,0,,,0,,,0,,,0,,,0,,,3568,,,63,,,96.38,,,34.00,
,D6,,,0,,,306,,826,,970,725,,292,,,61,,,10,,,4,,,0,,,1,,,0,,,0,,,0,,,0,,,0,,,3195,,,63,,,97.62,,,33.00,
