,D0,,,0,,,278,,567,,1038,1570,1354,,632,,,155,,,27,,,6,,,2,,,0,,,0,,,1,,,0,,,0,,,5630,,,79,,,85.38,,,39.00,
,D1,,,0,,,304,,747,,1543,2380,1842,,871,,,194,,,38,,,9,,,3,,,1,,,1,,,0,,,0,,,0,,,7933,,,71,,,85.92,,,39.00,
,D2,,,0,,,491,,114,2,2131,3355,2746,,1257,,,282,,,71,,,16,,,3,,,1,,,0,,,1,,,1,,,1,,,11498,,,89,,,85.80,,,39.00,
,D3,,,0,,,398,,962,,2023,3391,2946,,1398,,,321,,,80,,,17,,,5,,,1,,,0,,,0,,,1,,,0,,,11543,,,81,,,84.21,,,40.00,
,D4,,,0,,,302,,830,,1646,2844,2364,,1070,,,281,,,50,,,15,,,1,,,2,,,1,,,0,,,0,,,0,,,9406,,,72,,,84.90,,,40.00,
,D5,,,0,,,186,,467,,1026,1847,1716,,821,,,219,,,56,,,10,,,1,,,0,,,0,,,1,,,0,,,0,,,6350,,,77,,,82.55,,,40.00,
,D6,,,0,,,152,,370,,756,1488,1465,,758,,,217,,,56,,,13,,,1,,,0,,,0,,,0,,,1,,,0,,,5277,,,83,,,80.18,,,41.00,
