,D0,,,0,,,242,,,670,,1278,2478,2394,,1144,,,270,,,52,,,14,,,3,,,0,,,0,,,0,,,0,,,0,,,8545,,,63,,,82.64,,,40.00,
,D1,,,0,,,278,,,618,,1417,2494,2402,,1144,,,282,,,62,,,13,,,3,,,2,,,1,,,0,,,0,,,0,,,8716,,,73,,,82.71,,,40.00,
,D2,,,0,,,264,,,674,,1405,2761,2425,,1123,,,288,,,55,,,8,,,2,,,0,,,0,,,0,,,0,,,0,,,9005,,,64,,,83.61,,,40.00,
,D3,,,0,,,318,,,843,,1751,3412,3055,,1393,,,316,,,73,,,14,,,5,,,1,,,0,,,0,,,0,,,0,,,11181,,,68,,,83.88,,,40.00,
,D4,,,0,,,349,,,883,,1768,3429,3011,,1406,,,324,,,80,,,15,,,6,,,1,,,3,,,0,,,0,,,0,,,11275,,,74,,,83.73,,,40.00,
,D5,,,0,,,296,,,785,,1505,2820,2545,,1190,,,284,,,58,,,12,,,3,,,1,,,1,,,0,,,0,,,0,,,9500,,,70,,,83.69,,,40.00,
,D6,,,0,,,246,,,546,,1111,2283,2224,,1060,,,235,,,48,,,15,,,0,,,1,,,0,,,0,,,0,,,0,,,7769,,,67,,,82.51,,,40.00,
