,D0,,,0,,,701,,1054,,871,,505,,,158,,,25,,,5,,,0,,,2,,,0,,,0,,,0,,,0,,,0,,,0,,,3321,,,56,,,99.04,,,31.00,
,D1,,,0,,,502,,727,,652,,427,,,134,,,32,,,6,,,2,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,2482,,,54,,,98.39,,,32.00,
,D2,,,0,,,594,,1069,,926,,577,,,166,,,36,,,9,,,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,3378,,,50,,,98.64,,,31.00,
,D3,,,0,,,963,,1560,,1307,,742,,,240,,,53,,,9,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,4874,,,49,,,98.73,,,31.00,
,D4,,,0,,,986,,1586,,1531,,999,,,351,,,76,,,11,,,0,,,2,,,1,,,0,,,0,,,0,,,0,,,0,,,5543,,,61,,,98.38,,,32.00,
,D5,,,0,,,857,,1237,,1075,,549,,,176,,,38,,,5,,,3,,,1,,,0,,,0,,,0,,,0,,,0,,,0,,,3941,,,55,,,98.81,,,31.00,
,D6,,,0,,,722,,1049,,776,,437,,,137,,,31,,,9,,,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,3164,,,50,,,98.64,,,31.00,
