2021-01-01T11:00:00.000,,0,,,5,,,,7,,,9,,,2,,,3,,,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,27,,,41,,,96.30,,,,,34.10,
2021-01-01T12:00:00.000,,0,,,2,,,,7,,,8,,,8,,,3,,,2,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,30,,,43,,,93.33,,,,,35.30,
2021-01-01T13:00:00.000,,0,,,2,,,,4,,,11,,,11,,,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,31,,,37,,,100.00,,,,,33.00,
2021-01-01T14:00:00.000,,0,,,5,,,,10,,,14,,,13,,,0,,,2,,,2,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,46,,,46,,,91.30,,,,,32.25,
2021-01-01T15:00:00.000,,0,,,5,,,,15,,,11,,,9,,,5,,,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,48,,,43,,,93.75,,,,,34.95,
2021-01-01T16:00:00.000,,0,,,4,,,,10,,,14,,,7,,,1,,,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,37,,,41,,,97.30,,,,,30.60,
2021-01-01T17:00:00.000,,0,,,3,,,,6,,,8,,,5,,,7,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,29,,,38,,,100.00,,,,,35.80,
2021-01-01T18:00:00.000,,0,,,1,,,,8,,,8,,,8,,,4,,,2,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,31,,,43,,,93.55,,,,,35.50,
2021-01-01T19:00:00.000,,0,,,0,,,,4,,,6,,,5,,,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,16,,,36,,,100.00,,,,,34.00,
2021-01-01T20:00:00.000,,0,,,3,,,,4,,,10,,,4,,,1,,,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,23,,,42,,,95.65,,,,,31.00,
2021-01-01T21:00:00.000,,0,,,0,,,,2,,,7,,,3,,,2,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,14,,,38,,,100.00,,,,,31.30,
2021-01-01T22:00:00.000,,0,,,0,,,,5,,,3,,,4,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,12,,,32,,,100.00,,,,N/A,,
