2023-07-28T21:00:00.000,,0,,,2,,,6,,,9,,,12,,,2,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,31,,,35,,,100.00,,,33.00,
2023-07-28T22:00:00.000,,0,,,0,,,1,,,10,,,9,,,3,,,1,,,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,25,,,48,,,92.00,,,35.40,
2023-07-28T23:00:00.000,,0,,,0,,,1,,,2,,,5,,,5,,,2,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,15,,,43,,,86.67,,,38.00,
