2021-02-06T01:00:00.000,,0,,,0,,,0,,,1,,,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,2,,,30,,,100.00,,,,N/A,,
2021-02-06T02:00:00.000,,0,,,0,,,0,,,2,,,2,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,4,,,31,,,100.00,,,,N/A,,
2021-02-06T04:00:00.000,,0,,,0,,,0,,,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,,,28,,,100.00,,,,N/A,,
2021-02-06T05:00:00.000,,0,,,0,,,1,,,0,,,0,,,2,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,3,,,37,,,100.00,,,,N/A,,
2021-02-06T06:00:00.000,,0,,,0,,,5,,,3,,,4,,,4,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,16,,,38,,,100.00,,,,,36.00,
2021-02-06T07:00:00.000,,0,,,1,,,7,,,8,,,9,,,6,,,2,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,33,,,42,,,93.94,,,,,36.00,
2021-02-06T08:00:00.000,,0,,,2,,,5,,,8,,,5,,,3,,,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,24,,,43,,,95.83,,,,,34.20,
2021-02-06T09:00:00.000,,0,,,2,,,9,,,10,,,8,,,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,32,,,36,,,100.00,,,,,33.35,
2021-02-06T10:00:00.000,,0,,,6,,,9,,,16,,,8,,,3,,,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,45,,,43,,,93.33,,,,,33.40,
2021-02-06T11:00:00.000,,0,,,3,,,10,,,13,,,15,,,2,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,43,,,39,,,100.00,,,,,32.00,
2021-02-06T12:00:00.000,,0,,,5,,,12,,,13,,,12,,,6,,,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,49,,,43,,,97.96,,,,,33.00,
2021-02-06T13:00:00.000,,0,,,5,,,11,,,20,,,14,,,5,,,2,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,57,,,42,,,96.49,,,,,33.60,
2021-02-06T14:00:00.000,,0,,,7,,,14,,,16,,,14,,,4,,,1,,,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,57,,,46,,,96.49,,,,,34.00,
2021-02-06T15:00:00.000,,0,,,6,,,9,,,20,,,14,,,8,,,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,58,,,43,,,98.28,,,,,34.45,
2021-02-06T16:00:00.000,,0,,,4,,,10,,,11,,,11,,,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,39,,,37,,,100.00,,,,,33.00,
2021-02-06T17:00:00.000,,0,,,1,,,14,,,18,,,11,,,3,,,2,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,49,,,40,,,95.92,,,,,33.00,
2021-02-06T18:00:00.000,,0,,,1,,,7,,,13,,,8,,,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,32,,,37,,,100.00,,,,,32.35,
2021-02-06T19:00:00.000,,0,,,0,,,9,,,12,,,11,,,0,,,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,33,,,44,,,96.97,,,,,33.00,
2021-02-06T20:00:00.000,,0,,,1,,,2,,,3,,,3,,,1,,,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,11,,,42,,,90.91,,,,,34.00,
