,D0,,,0,,,286,,,692,,1444,2508,2102,,891,,,209,,,48,,,7,,,3,,,0,,,2,,,2,,,0,,,0,,,8194,,,77,,,85.82,,,39.00,
,D1,,,0,,,322,,,786,,1626,2802,2249,,952,,,207,,,41,,,8,,,1,,,0,,,0,,,0,,,0,,,0,,,8994,,,63,,,86.56,,,39.00,
,D2,,,0,,,513,,,948,,1877,3187,2751,,1129,,,231,,,56,,,10,,,5,,,0,,,0,,,0,,,1,,,0,,,10708,,,80,,,86.63,,,39.00,
,D3,,,0,,,393,,,989,,2193,3624,2937,,1290,,,238,,,60,,,13,,,4,,,2,,,0,,,2,,,0,,,0,,,11745,,,79,,,86.30,,,39.00,
,D4,,,0,,,375,,,970,,2078,3530,2890,,1214,,,298,,,68,,,7,,,4,,,0,,,4,,,1,,,0,,,0,,,11439,,,78,,,86.05,,,39.00,
,D5,,,0,,,319,,,867,,1757,3298,2783,,1299,,,283,,,46,,,11,,,7,,,2,,,1,,,1,,,1,,,0,,,10675,,,84,,,84.53,,,40.00,
,D6,,,0,,,228,,,471,,1145,2121,1963,,962,,,255,,,47,,,9,,,6,,,2,,,0,,,1,,,0,,,0,,,7210,,,75,,,82.22,,,40.00,
