,D0,,,0,,,370,,656,,645,,394,,,120,,,25,,,4,,,0,,,0,,,0,,,0,,,1,,,0,,,0,,,0,,,2215,,,72,,,98.65,,,32.00,
,D1,,,0,,,477,,992,,1096,,789,,,285,,,51,,,11,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,3701,,,48,,,98.32,,,33.00,
,D2,,,0,,,658,,1213,,1142,,756,,,323,,,70,,,10,,,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,4175,,,50,,,98.01,,,33.00,
,D3,,,0,,,770,,1376,,1253,,716,,,240,,,58,,,10,,,1,,,2,,,0,,,1,,,0,,,0,,,0,,,0,,,4427,,,65,,,98.37,,,32.00,
,D4,,,0,,,634,,1165,,999,,581,,,205,,,48,,,8,,,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,3641,,,50,,,98.43,,,31.00,
,D5,,,0,,,224,,410,,505,,337,,,127,,,39,,,6,,,2,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1650,,,53,,,97.15,,,33.00,
,D6,,,0,,,245,,447,,471,,312,,,121,,,22,,,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1621,,,47,,,98.46,,,32.00,
