,D0,,,0,,,55,,,118,,,340,,1239,1468,,1066,,,513,,,191,,,56,,,10,,,3,,,4,,,0,,,0,,,0,,,5063,,,72,,,63.60,,,45.00,
,D1,,,0,,,73,,,169,,,530,,1519,1814,,1242,,,605,,,206,,,75,,,25,,,2,,,2,,,1,,,0,,,0,,,6263,,,78,,,65.54,,,44.00,
,D2,,,0,,,98,,,177,,,550,,1828,2090,,1600,,,726,,,266,,,96,,,28,,,7,,,0,,,0,,,2,,,0,,,7468,,,84,,,63.51,,,45.00,
,D3,,,0,,,92,,,176,,,602,,1882,2258,,1555,,,677,,,261,,,78,,,32,,,7,,,5,,,1,,,1,,,1,,,7629,,,94,,,65.67,,,44.00,
,D4,,,0,,,90,,,191,,,547,,1738,2097,,1648,,,774,,,310,,,93,,,42,,,8,,,4,,,0,,,1,,,0,,,7544,,,12,9,,61.81,,,45.00,
,D5,,,0,,,11,8,,116,,,299,,953,1283,,1024,,,500,,,179,,,59,,,14,,,5,,,1,,,1,,,0,,,0,,,4552,,,76,,,60.83,,,45.00,
,D6,,,0,,,54,,,136,,,361,,1010,1177,,927,,,412,,,175,,,62,,,22,,,5,,,1,,,0,,,0,,,1,,,4343,,,87,,,63.04,,,45.00,
