,D0,,,0,,,314,,,806,,1672,3198,2772,,1274,,,286,,,61,,,9,,,4,,,1,,,0,,,0,,,0,,,0,,,10397,,,65,,,84.27,,,40.00,
,D1,,,0,,,354,,,927,,1886,3563,2846,,1212,,,308,,,63,,,16,,,5,,,4,,,0,,,1,,,0,,,1,,,11186,,,85,,,85.61,,,39.00,
,D2,,,0,,,361,,,935,,1967,3592,2854,,1276,,,259,,,59,,,6,,,6,,,1,,,0,,,0,,,0,,,0,,,11316,,,66,,,85.80,,,39.00,
,D3,,,0,,,310,,,792,,1816,3003,2259,,1043,,,206,,,52,,,12,,,3,,,1,,,1,,,0,,,0,,,0,,,9498,,,73,,,86.12,,,39.00,
,D4,,,0,,,349,,,938,,1800,3342,2494,,1047,,,248,,,44,,,13,,,5,,,0,,,0,,,0,,,0,,,0,,,10280,,,64,,,86.80,,,39.00,
,D5,,,0,,,273,,,717,,1727,3256,2605,,1201,,,298,,,83,,,16,,,6,,,0,,,1,,,0,,,0,,,0,,,10183,,,70,,,84.24,,,40.00,
,D6,,,0,,,282,,,738,,1658,3194,2668,,1314,,,292,,,66,,,19,,,1,,,2,,,1,,,1,,,0,,,0,,,10236,,,75,,,83.43,,,40.00,
