2022-04-11T08:00:00.000,,0,,,5,,,,6,,,3,,,32,,,,34,,,6,,,1,,,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,88,,,50,,,90.91,,,,,38.00,
2022-04-11T09:00:00.000,,0,,,2,,,,9,,,7,,,35,,,,28,,,10,,,2,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,93,,,48,,,87.10,,,,,39.00,
2022-04-11T10:00:00.000,,0,,,4,,,,8,,,14,,,30,,,,24,,,12,,,2,,,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,95,,,51,,,84.21,,,,,39.90,
2022-04-11T11:00:00.000,,0,,,3,,,,9,,,24,,,36,,,,21,,,20,,,4,,,2,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,119,,,52,,,78.15,,,,,41.30,
2022-04-11T12:00:00.000,,0,,,3,,,,12,,,17,,,44,,,,38,,,16,,,2,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,132,,,47,,,86.36,,,,,39.00,
2022-04-11T13:00:00.000,,0,,,8,,,,11,,,21,,,42,,,,36,,,15,,,2,,,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,136,,,54,,,86.76,,,,,39.00,
2022-04-11T14:00:00.000,,0,,,8,,,,16,,,40,,,53,,,,33,,,16,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,166,,,44,,,90.36,,,,,37.25,
2022-04-11T15:00:00.000,,0,,,5,,,,18,,,45,,,70,,,,34,,,22,,,2,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,196,,,47,,,87.76,,,,,38.00,
2022-04-11T16:00:00.000,,0,,,7,,,,30,,,54,,,69,,,,61,,,19,,,4,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,244,,,49,,,90.57,,,,,38.00,
2022-04-11T17:00:00.000,,0,,,8,,,,24,,,43,,,64,,,,49,,,21,,,1,,,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,211,,,50,,,89.10,,,,,38.00,
2022-04-11T18:00:00.000,,0,,,5,,,,16,,,38,,,66,,,,43,,,16,,,0,,,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,185,,,51,,,90.81,,,,,37.00,
2022-04-11T19:00:00.000,,0,,,5,,,,7,,,24,,,44,,,,36,,,19,,,4,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,139,,,46,,,83.45,,,,,40.00,
2022-04-11T20:00:00.000,,0,,,4,,,,9,,,10,,,38,,,,32,,,20,,,2,,,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,116,,,52,,,80.17,,,,,41.00,
2022-04-11T21:00:00.000,,0,,,3,,,,8,,,7,,,18,,,,17,,,11,,,2,,,4,,,1,,,0,,,0,,,0,,,0,,,0,,,0,,,71,,,55,,,74.65,,,,,42.50,
2022-04-11T22:00:00.000,,0,,,0,,,,2,,,10,,,13,,,8,,,,9,,,3,,,0,,,1,,,0,,,0,,,0,,,0,,,0,,,0,,,46,,,58,,,71.74,,,,,43.00,
2022-04-11T23:00:00.000,,0,,,2,,,,3,,,4,,,3,,,5,,,,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,18,,,41,,,94.44,,,,,36.45,
2022-04-12T00:00:00.000,,0,,,3,,,,0,,,2,,,3,,,4,,,,0,,,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,13,,,45,,,92.31,,,,,39.00,
2022-04-12T01:00:00.000,,0,,,0,,,,2,,,2,,,0,,,2,,,,1,,,1,,,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,9,,,52,,,66.67,,,,,44.80,
2022-04-12T02:00:00.000,,0,,,0,,,,1,,,0,,,0,,,1,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,2,,,36,,,100.0,0,,,N/A,,
2022-04-12T03:00:00.000,,0,,,1,,,,0,,,0,,,1,,,0,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,2,,,33,,,100.0,0,,,N/A,,
2022-04-12T04:00:00.000,,0,,,0,,,,1,,,2,,,0,,,0,,,,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,4,,,41,,,75.00,,,,N/A,,
2022-04-12T05:00:00.000,,0,,,2,,,,0,,,0,,,0,,,1,,,,2,,,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,6,,,46,,,50.00,,,,N/A,,
2022-04-12T06:00:00.000,,0,,,1,,,,3,,,3,,,6,,,,14,,,4,,,2,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,33,,,45,,,81.82,,,,,41.00,
