2020-11-28T11:00:00.000,,0,,,6,,,,23,,,17,,,21,,,4,,,1,,,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,73,,,45,,,97.26,,,33.00,
2020-11-28T12:00:00.000,,0,,,4,,,,24,,,19,,,14,,,7,,,4,,,0,,,1,,,1,,,0,,,0,,,0,,,0,,,0,,,0,,,74,,,59,,,91.89,,,36.00,
2020-11-28T13:00:00.000,,0,,,,10,,,18,,,24,,,19,,,5,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,76,,,39,,,100.00,,,33.00,
2020-11-28T14:00:00.000,,0,,,7,,,,27,,,22,,,15,,,7,,,3,,,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,82,,,47,,,95.12,,,34.00,
2020-11-28T15:00:00.000,,0,,,4,,,,24,,,27,,,9,,,2,,,2,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,68,,,42,,,97.06,,,30.00,
2020-11-28T16:00:00.000,,0,,,5,,,,19,,,13,,,4,,,5,,,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,47,,,44,,,97.87,,,32.10,
2020-11-28T17:00:00.000,,0,,,9,,,,19,,,31,,,15,,,7,,,2,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,83,,,40,,,97.59,,,33.00,
2020-11-28T18:00:00.000,,0,,,4,,,,7,,,13,,,4,,,7,,,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,36,,,41,,,97.22,,,35.75,
2020-11-28T19:00:00.000,,0,,,3,,,,7,,,11,,,12,,,3,,,1,,,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,38,,,49,,,94.74,,,33.00,
2020-11-28T20:00:00.000,,0,,,2,,,,8,,,6,,,6,,,2,,,0,,,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,25,,,46,,,96.00,,,31.40,
2020-11-28T21:00:00.000,,0,,,1,,,,4,,,5,,,2,,,2,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,14,,,38,,,100.00,,,33.10,
2020-11-28T22:00:00.000,,0,,,0,,,,5,,,6,,,3,,,0,,,2,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,16,,,41,,,87.50,,,30.75,
2020-11-28T23:00:00.000,,0,,,0,,,,2,,,3,,,4,,,2,,,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,12,,,40,,,91.67,,,37.70,
