,D0,,,0,,,765,,1922,,2425,1699,,623,,,144,,,22,,,4,,,2,,,0,,,1,,,0,,,0,,,0,,,0,,,7607,,,68,,,97.73,,,33.00,
,D1,,,0,,,693,,1970,,2514,1877,,745,,,175,,,22,,,3,,,1,,,0,,,0,,,0,,,0,,,0,,,0,,,8000,,,56,,,97.49,,,34.00,
,D2,,,0,,,748,,2086,,2477,1837,,718,,,160,,,42,,,4,,,0,,,0,,,1,,,0,,,0,,,0,,,0,,,8073,,,67,,,97.44,,,34.00,
,D3,,,0,,,607,,1691,,2069,1497,,580,,,159,,,30,,,2,,,1,,,1,,,0,,,0,,,0,,,0,,,0,,,6637,,,64,,,97.09,,,34.00,
,D4,,,0,,,612,,1588,,1971,1345,,500,,,111,,,16,,,3,,,1,,,0,,,0,,,0,,,0,,,0,,,0,,,6147,,,55,,,97.87,,,33.00,
,D5,,,0,,,443,,1149,,1208,771,,314,,,76,,,19,,,7,,,1,,,0,,,0,,,0,,,0,,,0,,,0,,,3988,,,57,,,97.42,,,33.00,
,D6,,,0,,,556,,1372,,1498,915,,350,,,115,,,17,,,1,1,,1,,,0,,,0,,,1,,,0,,,0,,,0,,,4836,,,70,,,97.00,,,33.00,
