2023-09-21T22:00:00.000,,0,,,2,,,,5,,,6,,,7,,,1,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,21,,,35,,,100.00,,,,,33.00,
2023-09-21T23:00:00.000,,0,,,3,,,,6,,,9,,,7,,,1,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,26,,,36,,,100.00,,,,,31.00,
2023-09-22T00:00:00.000,,0,,,1,,,,1,,,0,,,3,,,2,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,7,,,35,,,100.00,,,,N/A,,
2023-09-22T01:00:00.000,,0,,,0,,,,2,,,1,,,1,,,2,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,6,,,36,,,100.00,,,,N/A,,
2023-09-22T02:00:00.000,,0,,,0,,,,2,,,0,,,1,,,1,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,4,,,36,,,100.00,,,,N/A,,
2023-09-22T03:00:00.000,,0,,,0,,,,3,,,0,,,0,,,0,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,3,,,24,,,100.00,,,,N/A,,
2023-09-22T04:00:00.000,,0,,,0,,,,0,,,0,,,4,,,1,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,5,,,35,,,100.00,,,,N/A,,
2023-09-22T05:00:00.000,,0,,,0,,,,4,,,3,,,3,,,2,,,,2,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,14,,,42,,,85.71,,,,,37.15,
2023-09-22T06:00:00.000,,0,,,5,,,,8,,,20,,,12,,,4,,,,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,50,,,43,,,98.00,,,,,32.00,
2023-09-22T07:00:00.000,,0,,,6,,,,26,,,33,,,26,,,,12,,,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,10,6,,44,,,97.17,,,,,34.00,
2023-09-22T08:00:00.000,,0,,,,16,,,34,,,35,,,24,,,,14,,,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,12,4,,41,,,99.19,,,,,33.55,
2023-09-22T09:00:00.000,,0,,,7,,,,22,,,26,,,22,,,4,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,81,,,37,,,100.00,,,,,33.00,
2023-09-22T10:00:00.000,,0,,,6,,,,15,,,29,,,17,,,6,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,73,,,37,,,100.00,,,,,33.00,
2023-09-22T11:00:00.000,,0,,,5,,,,10,,,22,,,21,,,,10,,,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,69,,,42,,,98.55,,,,,34.80,
2023-09-22T12:00:00.000,,0,,,,10,,,27,,,28,,,38,,,7,,,,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,11,1,,43,,,99.10,,,,,33.00,
2023-09-22T13:00:00.000,,0,,,5,,,,22,,,34,,,28,,,8,,,,5,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,10,2,,44,,,95.10,,,,,34.00,
2023-09-22T14:00:00.000,,0,,,4,,,,19,,,41,,,17,,,6,,,,4,,,0,,,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,92,,,51,,,94.57,,,,,33.35,
2023-09-22T15:00:00.000,,0,,,3,,,,22,,,40,,,33,,,7,,,,2,,,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,11,0,,45,,,95.45,,,,,33.00,
2023-09-22T16:00:00.000,,0,,,8,,,,25,,,43,,,31,,,,12,,,8,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,12,7,,43,,,93.70,,,,,35.00,
2023-09-22T17:00:00.000,,0,,,,11,,,26,,,41,,,32,,,,16,,,2,,,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,12,9,,47,,,97.67,,,,,34.00,
2023-09-22T18:00:00.000,,0,,,7,,,,21,,,35,,,22,,,4,,,,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,90,,,43,,,98.89,,,,,31.65,
2023-09-22T19:00:00.000,,0,,,,12,,,18,,,26,,,16,,,5,,,,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,78,,,42,,,98.72,,,,,32.00,
2023-09-22T20:00:00.000,,0,,,3,,,,12,,,21,,,15,,,6,,,,0,,,2,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,59,,,47,,,96.61,,,,,34.00,
2023-09-22T21:00:00.000,,0,,,1,,,,13,,,15,,,13,,,4,,,,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,47,,,43,,,97.87,,,,,33.10,
2023-09-22T22:00:00.000,,0,,,3,,,,10,,,9,,,13,,,5,,,,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,41,,,41,,,97.56,,,,,34.00,
2023-09-22T23:00:00.000,,0,,,1,,,,5,,,2,,,6,,,4,,,,1,,,0,,,0,,,1,,,0,,,0,,,0,,,0,,,0,,,0,,,20,,,58,,,90.00,,,,,37.30,
2023-09-23T00:00:00.000,,0,,,0,,,,5,,,6,,,3,,,0,,,,2,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,16,,,42,,,87.50,,,,,33.00,
