,D0,,,0,,,317,,,937,,1270,,993,,,440,,,103,,,21,,,6,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,4087,,,53,,,96.82,,,34.00,
,D1,,,0,,,262,,,835,,1060,,855,,,409,,,100,,,14,,,2,,,0,,,1,,,1,,,0,,,0,,,0,,,0,,,3539,,,68,,,96.67,,,34.00,
,D2,,,0,,,365,,,903,,1119,,836,,,289,,,99,,,18,,,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,3632,,,53,,,96.70,,,33.00,
,D3,,,0,,,285,,,720,,1066,,892,,,355,,,100,,,30,,,5,,,2,,,0,,,0,,,0,,,0,,,0,,,0,,,3455,,,55,,,96.03,,,34.00,
,D4,,,0,,,256,,,687,,1042,,906,,,425,,,112,,,17,,,8,,,1,,,1,,,0,,,0,,,0,,,0,,,0,,,3455,,,62,,,95.98,,,35.00,
,D5,,,0,,,264,,,761,,944,,716,,,269,,,88,,,14,,,7,,,1,,,0,,,1,,,0,,,0,,,0,,,0,,,3065,,,68,,,96.38,,,34.00,
,D6,,,0,,,241,,,701,,840,,652,,,253,,,64,,,15,,,3,,,2,,,0,,,0,,,0,,,0,,,0,,,0,,,2771,,,57,,,96.97,,,34.00,
